Days_Since_Last_Purchase,Lifetime_Value,Average_Order_Value,Total_Purchases,Discount_Usage_Rate,Cart_Abandonment_Rate,Membership_Years,Returns_Rate,Login_Frequency,Age,Gender,Country,Signup_Quarter,Churn
15,5830.878475070769,107.9785447046439,52,84.7296745535494,10.812335247709603,3.825557552199249,34.46694111000414,7,23,Male,USA,Q4,0
111,1088.7255458343093,104.47823845226682,31,44.12743367500687,42.78695148529912,3.8200631283286035,3.485387323448058,1,62,Male,Other,Q4,1
157,3496.5080288011713,43.8990583470642,33,1.795786375015096,9.865737673280906,1.4622273049869794,42.992573595783156,3,48,Other,USA,Q3,0
289,87.04387710027905,30.549452768937783,13,7.451046181864007,61.909309527111965,0.40695158316491453,38.89060717219587,2,64,Other,UK,Q1,1
231,372.7917731382263,170.0003038718672,18,51.039272134870664,14.36916072617339,0.057163383361020226,12.261497911583941,6,78,Other,Other,Q4,0
157,384.35797342708884,126.68530347562843,41,96.94393756758784,52.2373263966801,2.1372526662124276,38.40162271270412,3,65,Other,USA,Q1,0
38,7174.722505151639,71.90667096369525,58,69.32095422188678,0.7219947003717753,2.0516879716788545,0.6321300700009247,5,57,Female,UK,Q1,0
97,2927.7258620882753,46.429881304150626,56,7.091619143856953,31.659634841264673,4.941949393199315,10.862328624044022,8,62,Male,USA,Q3,1
289,1446.6114418436428,115.54448323222996,24,18.936087579186278,67.71907236726554,2.349010378488398,3.256861933544797,8,62,Female,Other,Q4,0
254,1673.3829847587865,120.94466495961572,73,77.132314321685,48.40389402278484,1.282091847877103,39.01134583089473,2,77,Male,USA,Q2,1
196,11527.70922561248,49.32878423656105,31,84.14397599562447,97.82694859989881,4.456147205157337,37.79370755891936,6,78,Male,USA,Q3,1
86,849.5701368745736,171.76709209938005,55,61.76945861885908,87.41037960662108,2.4553397482678925,40.681801190091534,7,69,Female,Other,Q3,0
322,152.7647317900894,26.010229569611706,10,64.44231696298166,35.90707790431512,2.995878176052889,0.22408466627644175,3,69,Female,UK,Q1,0
10,5601.517244771837,77.65768618162012,60,2.8337450383384644,4.5486541472274595,0.4783435521410634,25.0616363339204,4,29,Male,USA,Q2,0
5,1440.5187284699205,139.2730386148792,2,82.85302595815085,84.56263001150188,1.9145820366488704,35.24180987586683,8,68,Other,USA,Q3,1
123,4584.826381066188,62.08286912564813,15,78.82752081708297,91.12343103146713,4.721118372368934,7.770056436950773,6,34,Other,Canada,Q1,1
330,1025.415103812968,167.25828700844164,3,25.903514410334715,82.06273934190368,2.9475269208771273,32.48953637563123,5,79,Male,Canada,Q4,1
353,311.6764761627204,150.57488705407667,43,70.8676719965507,12.794994091976486,1.7225092757123084,4.205504965484286,2,43,Female,UK,Q1,1
118,2006.6713461981365,159.9143404641455,31,21.48546064249981,99.79151344122877,3.1283359031579656,9.066292805215658,6,20,Female,Other,Q2,1
294,1113.4990194687257,32.63024181657609,70,4.033016105151299,25.85842215527738,4.552055447890581,23.78984074973005,5,32,Male,UK,Q2,1
159,1447.2397844084592,36.703954319153155,67,20.113654259037727,72.42049128083701,1.3699530023629503,32.6782576340551,8,66,Female,UK,Q1,1
303,12392.611672807845,64.43001017147088,56,17.86288767542995,90.80348763357216,2.525583592353372,7.293456347694804,3,55,Male,UK,Q4,1
228,211.0186005641042,108.43466138753661,63,33.77479967348472,23.568711433070945,4.793453269558777,9.261166541546896,5,41,Male,USA,Q2,1
216,1683.9171423537903,152.12305457288645,75,41.84494971754581,90.8258554677066,0.8619807164922633,10.22231835328315,4,68,Male,USA,Q2,1
184,321.0204938180343,168.94086924457167,15,50.853889149770794,30.948157919486697,3.5983196279835576,11.935040234948923,7,47,Female,UK,Q4,1
15,22.51498393704773,143.8237100318643,92,47.675387550832816,97.64132223840562,3.0724050410149117,11.327692426314561,9,61,Other,UK,Q3,1
157,1018.9747120393581,186.43340749082128,10,27.067460596528935,28.12600203804746,3.398375655703174,19.757455424881837,6,53,Male,Canada,Q2,1
136,1148.870316989898,150.36126682702675,38,2.9170668574074465,95.34358247578352,1.7560981533378484,32.68948254183614,13,70,Female,Other,Q1,1
261,2794.1498032339755,68.1908985308768,47,60.51016222371507,5.3544650892674905,1.5693968674188246,21.90158915672348,3,72,Other,UK,Q4,1
157,791.3092697452171,60.365444024328795,57,39.57448298473544,70.9272011669813,3.4210483529418525,38.79869543749441,7,61,Male,Canada,Q2,1
47,117.50718343282763,142.27656555720708,50,29.86721573875497,53.21111338370037,1.0777164255227267,35.96342529743074,5,44,Other,UK,Q3,0
324,319.37074376875194,46.64540805102671,71,86.69410428305123,47.78770771227306,2.0982737242950256,6.326345702453784,6,39,Female,Other,Q2,1
332,7906.482369051902,27.61581405395128,15,74.67433077981597,22.349431425583997,0.94087323026459,2.4420811660371964,11,19,Other,UK,Q3,1
173,312.64179368636593,111.12234622267684,18,85.77655483724422,70.5595789776492,0.04152420561664871,43.89707819998031,7,24,Other,Other,Q2,1
130,11788.011206635014,166.1118982580015,82,49.4982794712461,19.08094914463071,4.850286800190347,3.991553328143671,4,33,Female,USA,Q2,1
95,5297.426623323884,29.26217006927407,88,13.093125212677748,55.284179598476825,2.1585148932820952,7.416959035985654,8,41,Male,Other,Q1,1
115,680.8412007006099,160.45935152118855,2,69.62214361212725,25.32453630402508,4.8467480720991265,1.106663777905903,6,47,Female,UK,Q4,1
243,367.374313232341,164.19868082679415,84,20.607377993717524,95.56213797813561,0.7016175988391304,31.41681826493269,4,61,Female,Canada,Q4,1
292,5280.99313992702,101.63206001549327,98,44.12296690917168,2.8631193835652824,2.93683389728743,29.118528157917428,4,65,Male,USA,Q1,0
282,764.0499238305633,20.888958901992495,43,6.5000788948888495,19.972828011123656,1.0048701639561979,49.34518332176278,7,63,Male,Canada,Q4,1
299,107.93452469451088,43.172071736965414,26,82.53084024229824,24.231060638744772,3.9503706348163736,44.3466198158586,8,18,Female,UK,Q4,1
283,2549.047224635762,144.41099228076715,71,12.594064104750057,41.406782576781644,3.918514943804876,20.542158874045484,3,71,Male,USA,Q4,1
69,2050.6152966129252,145.2378095482804,38,90.30975070493096,23.273024187005355,0.563035745196559,18.57929204562675,8,44,Male,Canada,Q2,0
148,6042.416562681764,180.6875022818564,94,86.42306022615571,49.134909026878525,4.560322264381946,14.842601713999255,6,26,Female,UK,Q2,1
11,1852.68737479011,120.71036784537074,42,46.4582764439246,87.2465523258539,0.9731482360161231,7.6203460018940685,8,24,Female,Canada,Q3,0
254,481.19834002209217,33.58039986561771,5,74.43682043039907,71.20634214091707,3.0648867079468016,6.904182830100453,3,22,Female,Other,Q3,1
330,7365.176250289022,33.0688320459447,11,61.94450738181533,57.99619805351111,4.92816810043852,6.614185400480271,3,78,Female,Other,Q4,1
360,8522.675948881624,147.0151478977965,65,80.30756423377449,8.900317798267965,4.411982673831819,5.705737859338927,7,47,Other,UK,Q4,0
38,1555.8992386312477,44.91908637050122,34,43.180510078591205,69.39921083892756,4.782819642805845,12.025602120276845,6,59,Other,Canada,Q4,0
134,1200.4873421605807,72.39324492715502,1,78.580848424435,16.641428431093985,1.712993856090597,15.333431515655821,6,44,Male,UK,Q1,1
200,150.67021855138486,102.57028131516364,83,46.245681706514794,78.63673859616979,0.5278782110973168,48.07894855194579,4,27,Other,Canada,Q2,1
23,440.85255911842296,14.705326739468727,2,94.09657878427939,25.00567585101532,0.9417343664472505,28.923662550094285,3,42,Other,USA,Q4,0
303,3432.878712472026,57.275615133787056,85,48.637210082514756,41.70487283209009,2.502474475383069,49.37978872566405,7,35,Other,UK,Q4,1
346,475.3633930089808,87.49902561638321,20,46.261927193372955,35.04702023179279,3.9661483913666107,18.623347391283662,7,24,Male,UK,Q2,1
302,123.31514041120145,63.130900513709186,61,78.50718615635127,85.88139146748568,0.7507682209193761,22.88133162947205,7,74,Other,Canada,Q3,1
363,207693.07841644876,35.910362218837506,87,82.15776917608379,12.654445871340814,3.2986576613037855,16.228932958263957,5,48,Female,UK,Q4,1
218,122.10618833662294,148.3223289812775,21,55.44891143211708,56.56448823847886,1.6178880201975594,9.144382544827634,4,49,Female,USA,Q4,1
141,32374.523950147315,164.49805448191714,88,17.97978134950754,14.206160944306223,1.7060103619607676,7.158235388878959,4,67,Male,Canada,Q4,1
104,691.501163102455,58.92100546730772,68,46.77582309575795,70.47958361321867,3.3095886507896317,47.25395989039159,7,62,Male,Canada,Q4,1
210,965.9919504248677,157.13970397519762,12,96.80725029096784,90.50781277944812,2.334997097666101,49.34053408993779,5,28,Male,Canada,Q2,1
111,400.0472206312638,83.25517723624962,22,75.29861930391851,43.46076538672534,4.06016646512997,2.2454748254365775,4,27,Other,USA,Q2,1
104,3548.4130242856054,106.27030026226053,20,81.11626038791321,48.80922602649759,0.7795925483141353,7.517293736588327,3,39,Male,USA,Q2,0
316,126.51219166662254,172.64020422969904,82,3.282549881924013,92.74228364827623,3.9497413488351922,21.17620461505113,3,48,Male,UK,Q3,1
171,69.37360374381203,152.49119954245748,1,46.78594626341599,52.09913886493571,0.32117624028710434,9.316673817220366,3,58,Male,Canada,Q4,1
356,12274.230889844623,162.97220175007376,30,64.66211336575553,48.75984380495609,0.970269401228025,18.194019681344166,6,64,Female,USA,Q3,1
324,328.3372895392582,36.0005816514078,97,83.00326836280748,57.83291027043042,3.2807485725158267,6.454817492981668,5,31,Male,Other,Q3,0
133,3358.105246984009,23.246690908408603,24,4.927365358277147,68.9229736362952,4.274628282555356,22.82558783608951,5,20,Female,UK,Q2,1
293,215.2533883517903,179.74689852671753,14,85.24388856418732,10.688337508703139,1.2633981386967452,13.584730808462965,4,41,Female,USA,Q4,1
328,3173.630768651017,83.68851121850793,36,54.84009367419117,82.1110527741516,1.6359580291445646,17.595252787933042,8,31,Male,USA,Q4,1
127,13702.310512827735,64.69713883323936,69,19.731397057605992,43.55050274532593,2.6856037414336997,4.71563257313738,7,70,Male,USA,Q3,1
106,497.36189589827615,147.69228830974666,75,31.72552164497,7.234850989748553,1.0578640324465116,21.406402535507084,4,33,Other,UK,Q1,0
92,60.330533764094234,168.91896335017276,24,28.192955175156076,78.61826691982131,4.0557813079375284,49.16288054807849,3,72,Male,USA,Q1,1
287,13810.588643929565,173.87302816067717,60,53.08590342884758,37.69499716862721,3.8681832250288037,16.441652344059516,4,78,Male,USA,Q4,0
51,4400.029314573981,70.03945681379321,95,5.168567991113182,10.036749509505395,0.7264585598289081,43.82146374212175,7,45,Male,Other,Q4,0
29,538.9609661894095,171.92035432831807,55,15.853615849992353,63.377903954325056,2.3191486590831607,42.15995708118426,9,52,Male,Other,Q3,0
296,790.8212165000953,17.777449431125625,77,81.26930433757823,88.01313534336417,3.874138833273107,47.60292091486053,8,57,Male,Other,Q3,1
297,207.26987863446695,19.435683377346585,80,13.260399074681107,88.77535094139863,1.686647655517074,39.505475613354726,3,19,Male,USA,Q2,1
214,9231.579121929828,128.46864708308934,24,23.339626945812697,95.76634748089732,3.1655341135886585,32.979841352940745,5,78,Other,Other,Q3,1
267,491.72842789973566,21.990210131953784,77,45.33706056041573,86.7705459766688,0.25106560728786365,42.82922221137288,6,73,Other,Canada,Q3,1
257,130.57361843977435,71.67574201693068,24,51.71208881133305,0.2140919345475223,3.04344380264659,3.782234032867482,7,51,Male,Other,Q1,1
302,1510.9121530076443,137.82363738691555,54,76.36104796141586,38.02411664133902,0.763264900003035,23.14153285994039,6,72,Other,Other,Q1,1
101,301.8650181324384,74.080710250303,26,44.73324266661878,81.85425799055031,4.1529166255722565,49.46281193075294,5,35,Female,USA,Q1,1
346,233.9197566400332,44.123958473618224,66,78.98646210355388,36.62530059984742,1.7772473179023924,38.48000756473661,8,24,Other,Canada,Q1,0
110,575.2767298662867,63.45661815222991,80,61.834630704545745,60.15485063797061,1.4077693136409786,48.10376890186115,7,66,Female,Other,Q3,0
182,1248.2938441405079,96.93931312758204,38,11.309973942382246,60.6316947374532,4.204444883557425,38.981717806673956,4,55,Male,USA,Q4,1
313,138.14935273539675,100.32331251754165,65,15.633143839283859,36.502530403882304,0.25072011535905103,43.74409837210721,6,59,Female,Canada,Q1,1
1,8758.004733324928,158.7700439559684,75,43.70337254497708,90.44739272812876,1.983043996671724,35.32648161515955,9,24,Male,Other,Q2,0
319,3028.248165492064,152.52911359198737,51,39.68893930890396,50.32283453861176,1.850017702875157,38.025100220861994,6,21,Other,USA,Q2,1
55,633.9407614296181,96.79538286566569,35,74.35442696372945,46.47842059375008,1.4240018712477542,26.158900491975036,5,60,Female,Canada,Q3,0
149,282.8692482481782,170.67679632876656,43,58.07371397973519,99.75137456618958,4.558771660007385,46.21188504070665,4,33,Female,Other,Q2,1
309,959.2596803182449,31.70505633236521,29,38.81330810022493,49.35003640726167,3.7546419675836114,41.25194553116808,3,76,Female,Canada,Q1,0
137,4226.59744208583,58.51713654349128,37,17.076028345038562,17.839825192858104,0.3196158209596939,42.19424828328161,0,66,Male,Canada,Q4,1
202,3350.5374366399196,167.3155280654278,81,22.683710232549515,51.306942286343805,3.5734372471747706,33.650455048152615,6,77,Male,USA,Q4,0
313,5365.562257918779,81.81886733896908,58,57.550101846905896,81.401673551993,2.6364956656439698,15.22899735436245,3,23,Other,UK,Q1,1
117,533.4864987730826,196.42449617083003,54,42.34388048997925,77.68603268982814,4.504339472007896,1.7814897695069665,4,37,Other,Canada,Q2,1
154,13.634621155525982,98.58812349028872,39,51.492750886067206,78.8581765108471,1.5647280867417923,46.782756470477224,4,48,Male,Canada,Q3,1
291,7127.5069570673595,160.46776836311517,42,17.067743530223368,70.80237839979118,2.8708099980479145,29.306017440274847,8,36,Other,Canada,Q4,1
63,853.3807258693615,86.43833786265067,28,66.29062523445658,25.42178290666882,2.5037763737049303,14.907148557407012,3,69,Female,Canada,Q1,0
244,2978.7204205473536,90.74116862186177,29,85.2538740855967,86.20840858402315,2.4478045311380288,7.45675539237689,4,39,Female,Canada,Q1,1
25,13411.168808665634,82.74779798399486,43,25.79395067869006,89.3443465376265,2.280526997586063,41.47615827503773,2,38,Female,UK,Q2,0
90,42260.70400195428,146.62436789705424,3,49.15142258318266,19.415269661854907,1.0281473776614063,41.82600972237894,5,35,Other,USA,Q3,0
75,413.7524229674338,114.02839797139895,10,97.55273290209018,13.045563655139391,3.7785496124619637,40.72539840652657,7,49,Female,UK,Q3,0
294,1340.6902345657388,189.31784115999014,59,33.32417405507277,97.56049685891121,2.2566801636964433,32.25413459833931,9,64,Female,USA,Q2,1
210,8520.707795040802,57.66916014147991,14,59.50463449237612,86.83239636503679,4.792581375013029,18.300769379593795,8,51,Male,UK,Q1,1
347,309.0742292675926,29.106919095854426,76,9.019570020024437,89.32361472099467,1.3040421359638814,15.20351423901285,10,68,Male,USA,Q2,1
17,457.9832490480122,84.7196821688509,47,60.601500247944315,88.63763846243951,3.4137191981352055,0.42773850590850926,6,44,Other,Other,Q2,0
128,453.92960561675363,127.17541445288744,42,8.963177330461791,54.168682403372834,4.703585398195543,41.680377934412014,14,55,Male,Canada,Q2,0
364,1051.3859549696635,173.55179801394405,94,95.92354353238221,64.64017366657997,3.3172916150804626,4.371634874682123,3,61,Other,USA,Q1,1
251,788.2493545337707,75.77740846926226,32,71.56626520723114,54.53628521336417,4.356364538086973,31.53774990203838,6,47,Other,USA,Q4,1
179,450.02674602781855,134.21948271364772,32,78.81597881357064,5.1206349190329075,4.13740479878503,25.20374734200442,8,50,Male,Canada,Q1,1
182,257.58863554673053,76.53774939441162,42,70.41043607716368,74.55030853527727,1.8005885774450192,26.33446794631756,4,44,Male,Other,Q4,1
152,3706.749005459839,127.27172076894705,32,58.97290360764658,50.53320333358803,3.0006196996974825,46.335642265388664,6,72,Other,Canada,Q4,1
25,8157.936462249131,178.11350993582369,26,44.99127810855054,64.77090747902298,0.781306699056778,1.5807505635621055,8,73,Other,USA,Q2,0
180,10138.265337502735,53.95795202928772,1,85.83733797610624,50.263980497553526,2.6776294134779977,38.669611231438616,9,40,Other,USA,Q3,1
198,532.9297764171494,86.80591200033744,56,95.6835667543063,49.181132232245595,1.152109859071686,2.6026199183653564,6,60,Female,Canada,Q2,1
344,3946.510336834171,198.72038732165183,2,49.90361729040813,17.178910947776682,3.718684074762228,1.90768029676886,9,36,Female,UK,Q1,1
161,1563.197769007468,175.02583536739755,81,93.1535049155262,27.871371514114895,2.640292109460623,21.490884907069095,1,71,Male,Canada,Q3,1
177,465.9102304643792,117.28157300027837,30,58.33329099885175,15.88526919439558,2.0561368131583024,3.153758717148336,6,48,Female,USA,Q3,1
285,3298.8438185915056,108.15924245231231,71,53.83841868964332,19.566629562534242,1.343985480834888,39.457197564645604,6,79,Female,USA,Q1,1
63,434.8896926999631,64.07407263788939,52,45.44827329553567,97.29773804203049,4.993492409206434,26.47815468241686,7,21,Other,USA,Q1,0
150,623.7409237311701,108.26979126177059,91,20.928776153011984,15.311344577219844,0.3585526044246634,1.4519391329887221,4,70,Female,Other,Q2,1
154,139.0599932658365,171.15448467318996,9,0.37196608180591895,26.927042430520764,0.2178034028621001,2.0250343240959756,13,36,Male,Canada,Q1,1
156,546.5732611767273,140.18315752277832,22,24.150622685606127,59.058965773858496,1.0862870024693227,30.63342648697397,3,70,Female,Other,Q4,1
49,1604.8600147271966,65.10836535381745,34,50.97231716035652,61.017857623664185,4.855362293139098,40.30559088292024,5,55,Female,Canada,Q4,0
337,11538.006100135397,48.27814500017126,49,37.99599522597526,15.397412974382906,4.896190841599922,21.889976563738678,4,57,Female,Other,Q3,1
84,645.3267842199837,60.38962202939753,1,44.84852280026338,79.37174257852124,3.2746386738606796,27.72903357678122,4,77,Male,UK,Q2,0
361,231.07591187429867,42.25424826463704,73,98.06482195640496,78.5202867912825,4.400533336032024,39.99147270249508,8,39,Male,USA,Q2,1
177,10363.584564476128,28.17173224450603,84,35.027237066932756,23.731770420389108,1.0698086542039769,30.52530870209096,3,26,Other,USA,Q3,1
148,514.4875436425185,89.63587314399045,53,45.21829393601079,28.866630267546046,4.860210470883118,11.238011882940974,2,48,Female,Canada,Q1,0
118,79.63291526938873,31.52692483567086,83,13.351555135281956,93.7987865459497,0.7139242506978233,30.65260129347393,4,27,Other,USA,Q2,1
342,1338.9494630954634,42.663385968149825,40,4.795773243698765,82.5671445979478,0.5056259409082914,31.41397295326068,5,27,Other,Other,Q3,1
63,673.7369750952481,113.99169002450236,45,77.54095145924947,69.77970330625239,0.5610576962363645,36.705349044056334,5,47,Male,UK,Q3,0
189,34564.88163748935,41.2738620029192,68,57.06831750719786,8.223322151060053,2.8656396163628233,31.043709377840063,6,27,Other,Other,Q4,1
360,2237.3536753541885,22.13715581187154,9,76.0704806043895,41.82640809025757,3.9048720035902615,48.4621065229019,7,75,Female,Other,Q3,1
49,880.4969548677636,70.3038815052982,22,14.986279888655163,55.9301872076827,1.8333358893731655,9.864415435853424,6,53,Other,Canada,Q1,0
327,274.03454802347284,51.86062873817383,18,57.18287711826909,18.741128798377694,4.8894799389306325,47.55453397835382,4,35,Male,USA,Q1,1
257,1799.4750487925066,107.90798571893158,76,25.364247434137553,44.82265821082245,2.1721006905916473,26.91697451750081,10,61,Male,Other,Q1,0
224,9750.413029480911,29.44974607080977,43,22.806181690001992,60.102587748869,0.7522427538660814,33.5978070247456,7,74,Male,Canada,Q1,1
141,1750.612971849729,152.83644965976583,39,1.1526014052985256,32.737668011539924,2.3298337409306837,4.9730798726094925,5,60,Female,Other,Q3,1
215,307.61698743038806,182.18436869267634,73,13.034072356907188,78.09448189504872,3.3951858271121993,19.02879706890535,2,65,Other,Other,Q2,1
211,2460.7201195860375,151.25268305167694,6,30.926811149969534,84.04495816388055,4.161128902521893,38.468957323158634,5,36,Female,Other,Q3,1
318,1019.5224982441954,111.23713710626491,83,11.687876059093904,32.36094694340708,2.2938414497829647,35.345550754949514,4,60,Male,Canada,Q2,0
32,2149.347646777965,173.52688613988818,48,98.58584404109375,83.86571544924571,2.9680341302458375,2.006969408270509,3,40,Female,UK,Q2,0
158,644.0581227335482,142.03449215848642,7,30.863264852395066,10.357656610301502,1.3367235607942667,27.32971317486223,2,21,Male,Other,Q2,1
285,621.761817045959,12.004713265536072,80,13.032394670232817,83.77290986226564,3.22958263202757,4.413909648420472,2,29,Female,Other,Q4,1
305,586.0061613977273,84.87712902715559,69,19.908231282795775,15.275043166761659,4.929859719751718,49.792821458908115,6,77,Female,Canada,Q1,0
286,4506.865713931726,171.680860887292,16,58.77032283414765,8.292715250972604,0.2452678629389693,44.864829426664734,12,66,Other,USA,Q4,0
144,631.2248177612327,75.71318301530115,1,6.404352386478851,64.17754044410113,4.432653353525839,1.0540330214268478,7,41,Other,UK,Q3,1
19,550.2671584558025,16.690882969849465,37,86.24341301411569,47.193736575529435,2.811412513837614,42.93247894513154,1,30,Male,Canada,Q4,0
18,266.90723075149435,151.77413132493174,83,96.14996792371473,90.78906004128328,1.2604932978114998,45.97148002792038,8,77,Other,USA,Q2,0
257,2166.8303327935323,162.38727135374504,37,24.674742066738087,36.31891960908492,4.77444855004629,17.677411128172754,4,21,Other,Canada,Q3,1
78,1750.3178923582386,40.51280205822863,81,45.00952685908594,28.71522634376287,2.416771515294495,35.975082752388296,3,44,Female,Canada,Q1,0
175,559.3904245520034,112.09469440020443,64,2.213445102949707,50.07349061441984,1.6584512583669282,22.105187310388946,10,55,Male,UK,Q2,1
194,378.39247047702105,46.47153340918789,90,64.07102247272215,45.59461857686613,0.9074881413542057,32.761624228817205,2,56,Female,UK,Q1,1
113,18292.750628784703,146.65453961838787,86,41.39260580525889,34.44280462171883,1.2222610512833105,17.015870214909572,7,25,Female,UK,Q4,0
114,65.32242663150188,61.594586483722274,62,27.005846610155572,69.37412986983286,4.1642452079572125,16.127961831663416,3,43,Other,UK,Q1,1
222,2297.9162311399855,70.08087328703272,72,20.683711061660848,75.95618339139082,3.0720500465858294,21.221694442878952,5,51,Other,USA,Q3,1
166,7609.139140568413,170.54446219161926,61,65.40230776587605,85.29839690301367,4.566228097441581,7.278387932625058,5,26,Male,Other,Q2,1
319,6.819453643806768,100.50124691931182,33,41.62170310323145,97.28566047103429,1.1598422607889292,41.55694822176913,9,27,Other,Canada,Q1,1
132,3609.086925513392,137.2533457314671,66,17.9659289029912,26.665619213250448,0.6056928692445074,17.434894768081833,2,78,Female,UK,Q4,1
264,788.0945718981892,86.45087963726886,30,68.91090814868241,71.60934824899616,0.030437654877950027,20.00747769529226,7,68,Other,Other,Q3,1
55,1610.1494768371642,66.62130286681352,20,56.507228303669365,39.425823549574524,2.539310188079969,44.70273063510723,5,18,Male,USA,Q2,0
359,675.290557100359,128.84083148068567,60,85.86720549294962,67.70819719511081,4.991534651909941,24.83119070315857,6,65,Male,UK,Q4,1
131,5503.228331962566,39.42293907497604,82,11.74758988764929,47.59816903492203,3.474826344093195,27.212695467543146,4,67,Female,Canada,Q2,0
288,1890.65576315383,80.86996875770397,74,78.56666019444562,99.37731027679317,1.5419729598257303,47.82490623885492,5,25,Female,Other,Q1,1
266,1336.1930394985802,49.71703710332523,24,67.3516786817259,72.890213579075,4.3842929151308585,44.33631915724946,6,27,Other,UK,Q4,1
162,284.7777608432568,142.20104371874163,4,11.501093682809781,95.24913004343244,3.9086113299397987,8.473335444421975,10,71,Male,Canada,Q4,1
87,18461.418570642032,189.39967928576044,37,69.48207298717207,83.49695494811857,0.07707583038269628,23.660751495905252,7,60,Female,Other,Q1,0
55,1113.091468233316,199.1470839230146,4,44.15472888798304,90.29010111633711,4.084302402705112,48.564811371427275,2,66,Other,Canada,Q4,0
288,34020.164325190075,95.55259398390224,77,94.49847855558431,81.4419197214675,1.50263378619248,18.618314911430133,7,76,Other,USA,Q4,1
178,19758.796780391494,57.98077403092445,89,14.161135061789931,45.91591303759114,0.7483673229180055,18.578655425810002,5,42,Other,UK,Q4,1
349,76.13237101318222,94.13758037302158,77,64.2833390815738,25.17884533468844,1.1316541986853728,9.751511589457717,9,48,Female,UK,Q1,1
8,410.5842144625361,170.98118789291752,18,38.1980045462946,37.03201754505222,2.342899021875695,5.716155705956261,4,56,Female,Canada,Q1,0
321,231.49852245858088,49.14107892488758,88,95.68146705908778,2.0236232639950447,2.124339635340055,37.01523953779909,7,75,Other,Other,Q2,0
313,1020.1356399388343,190.89817381405553,66,32.997489529027646,52.39931674646672,1.4444364968711336,38.501523435075825,3,76,Other,UK,Q1,1
247,1452.0709106516751,74.95449607164869,48,96.21859094918001,50.50578002704087,0.8610916110351635,48.45064817514999,7,20,Female,Canada,Q4,1
323,1548.264185165505,197.30269529555792,33,90.1485851100749,52.52504648304882,3.8111539482108463,38.67091054526815,6,78,Male,USA,Q1,1
255,5330.461048248847,169.33568863145283,58,27.038323531065632,97.40312249720638,4.950548918674586,12.167624701679935,3,56,Other,UK,Q4,1
328,10304.89345343309,163.62840148800416,83,80.35417768264277,91.14540034548394,3.8889579020984524,2.0058289144257726,5,55,Male,Canada,Q4,1
54,4680.834213889345,70.40188801692388,73,99.56042018035059,16.171277833010798,1.4796848383577061,49.27186921848301,4,52,Male,Other,Q4,0
249,472.7644054442019,11.667670270106598,28,25.266300217128233,36.888252155588916,1.2240448070606669,17.022534777180287,7,25,Female,UK,Q1,0
239,339.3269857882422,82.60525267693768,35,43.67771693233197,42.39561794632619,1.0883293803296912,15.598577121621037,6,18,Female,UK,Q4,0
229,1101.1856630831962,67.3437802359118,10,52.018073656675966,36.053291785164774,0.6834753724451814,45.29776048746913,3,22,Male,USA,Q2,0
67,2078.037649436633,17.105428177671484,65,29.49311358038643,79.8495963603913,2.756652748461506,29.254994927249307,3,73,Female,Canada,Q3,0
51,833.149402997987,106.01939873612663,42,1.526483964602976,52.40376698675869,3.0270018597667208,10.743558692456729,2,68,Male,Other,Q3,0
97,145.73249944774852,86.57594914371995,85,22.012924419752665,57.209981697162505,3.5275133033156862,44.45481213581198,6,44,Male,USA,Q2,0
92,3050.586855906168,130.5657288708897,9,28.193688434175847,85.30135589879255,3.40106685466834,49.668042752737165,5,62,Female,USA,Q3,1
264,608.8231594065892,128.02540121687582,60,44.35997013181871,80.59281534153587,1.4616665564169122,4.333928057541536,6,43,Female,USA,Q2,1
291,581.8605989672405,32.94186082036922,15,17.110247841340186,13.22115228202997,1.6515550269842327,43.11258141512436,5,60,Other,Canada,Q1,0
96,1010.3792040365091,195.6234537640583,99,87.32543566916726,71.39145840836343,3.4075726772116894,19.5257848842197,6,77,Female,Canada,Q3,1
88,765.2110088690046,45.51697159387491,57,70.4911132731336,43.543612890203555,1.7472382039181418,26.203622325335218,3,71,Other,UK,Q2,0
78,632.8594861719882,94.60206470529387,69,8.520047755966198,29.464890306250048,1.063115948096565,45.74079878824904,5,43,Female,Canada,Q2,0
288,160.74383961260443,102.74233325240964,22,65.00924511399315,5.0018820902186345,1.8716807684836978,48.66895978875586,8,28,Female,USA,Q4,1
120,926.6989908055912,164.4819314706828,64,65.36564764056205,48.724956034545094,1.3604207878898884,13.108195520439969,6,51,Female,Canada,Q1,1
302,3147.7106438600845,28.853623257982886,41,95.62211736436277,35.54366807245314,0.441563606092889,10.64253854799569,4,58,Female,Other,Q2,1
165,1631.0283879014053,91.44241304962104,87,0.30208713561612477,25.151303967640082,4.150694511383268,4.025827929575593,4,19,Male,UK,Q3,0
182,4546.814508127238,129.41541234487875,71,24.79324498058072,69.46717295969576,4.265556945785182,28.0898926331069,2,38,Female,USA,Q4,1
223,367.66877558466837,50.87956810857055,56,92.77914793753155,76.9485387315587,1.0987515008343973,0.6802197725334136,6,68,Male,UK,Q4,1
311,161.2429576644316,129.21890076555383,23,93.21339153982831,24.47895190294248,0.32386099762600873,20.59491488049683,10,43,Female,Canada,Q4,1
7,758.410678796301,185.496319134434,25,72.05864193706374,4.944743667934725,3.6941371867558974,3.6692008326004277,5,29,Female,UK,Q1,0
